time	V(pre)	R1	Ix(U1:TE)	R2	R3	R4
3.064486476002099e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.074726476002439e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.084966476002779e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.095206476003119e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.105446476003459e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.115686476003799e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.125926476004139e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.136166476004479e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.146406476004819e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.156646476005159e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.166886476005499e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.177126476005839e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.187366476006179e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.197606476006519e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.207846476006858e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.218086476007198e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.228326476007538e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.238566476007878e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.248806476008218e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.259046476008558e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.269286476008898e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.279526476009238e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.289766476009578e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.300006476009918e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.310246476010258e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.320486476010598e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.330726476010938e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.340966476011278e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.351206476011618e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.361446476011957e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.371686476012297e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.381926476012637e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.392166476012977e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.402406476013317e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.412646476013657e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.422886476013997e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.433126476014337e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.443366476014677e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.453606476015017e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.463846476015357e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.474086476015697e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.484326476016037e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.494566476016377e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.504806476016717e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.515046476017056e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.525286476017396e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.535526476017736e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.545766476018076e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.556006476018416e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.566246476018756e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.576486476019096e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.586726476019436e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.596966476019776e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.607206476020116e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.617446476020456e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.627686476020796e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.637926476021136e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.648166476021476e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.658406476021816e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.668646476022155e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.678886476022495e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.689126476022835e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.699366476023175e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.709606476023515e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.719846476023855e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.730086476024195e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.740326476024535e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.750566476024875e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.760806476025215e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.771046476025555e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.781286476025895e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.791526476026235e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.801766476026575e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.812006476026915e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.822246476027254e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.832486476027594e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.842726476027934e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.852966476028274e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.863206476028614e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.873446476028954e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.883686476029294e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.893926476029634e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.899996383522631e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
